transaction_id,user_id,timestamp,amount,sender_id,receiver_id,transaction_type,merchant_category,device_id,location,status,is_anomaly_ground_truth,anomaly_type,hour,day_of_week,day,is_weekend,is_night,previous_amount,previous_timestamp,minutes_since_previous,user_mean_amount,user_median_amount,amount_to_user_mean,amount_deviation,user_transaction_count,first_device,is_new_device,previous_location,is_location_change,recipient_pair,recipient_transaction_count,is_new_recipient,hour_sin,hour_cos,is_transaction_burst,log_amount
TXN009526,USER0001,2026-01-18 23:36:23,540.52,USER0001,MERCHANT0018,BILL_PAYMENT,Food,DEV0001,Mumbai,SUCCESS,0,NORMAL,23,6,2026-01-18,1,1,762.57,2026-01-18 15:39:32,476.85,1280.364,1411.655,0.42216119790934453,-739.844,10,DEV0001,0,Mumbai,0,USER0001_MERCHANT0018,0,1,-0.25881904510252157,0.9659258262890681,0,6.294380000200352
TXN009618,USER0001,2026-01-19 03:56:02,1828.35,USER0001,MERCHANT0469,BILL_PAYMENT,Travel,DEV0001,Mumbai,SUCCESS,0,NORMAL,3,0,2026-01-19,0,1,540.52,2026-01-18 23:36:23,259.65,1213.1054545454544,1400.59,1.507164932075155,615.2445454545455,11,DEV0001,0,Mumbai,0,USER0001_MERCHANT0469,0,1,0.7071067811865476,0.7071067811865476,0,7.51171599148328
TXN000125,USER0002,2026-01-01 05:59:13,1285.37,USER0002,MERCHANT0110,RECHARGE,Grocery,DEV0002,Bengaluru,SUCCESS,0,NORMAL,5,3,2026-01-01,0,1,0.0,,1440.0,997.165,997.165,1.2890243841290057,288.2049999999999,0,DEV0002,0,,0,USER0002_MERCHANT0110,0,1,0.9659258262890683,0.25881904510252074,0,7.159579577257243
TXN000684,USER0002,2026-01-02 07:17:08,1354.0,USER0002,MERCHANT0061,P2P,Travel,DEV0002,Bengaluru,SUCCESS,0,NORMAL,7,4,2026-01-02,0,0,1285.37,2026-01-01 05:59:13,1517.9166666666667,1285.37,1285.37,1.053393186397691,68.63000000000011,1,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0061,0,1,0.9659258262890683,-0.25881904510252063,0,7.2115567333138015
TXN001547,USER0002,2026-01-03 22:13:33,1004.43,USER0002,MERCHANT0468,P2M,Grocery,DEV0002,Bengaluru,SUCCESS,0,NORMAL,22,5,2026-01-03,1,0,1354.0,2026-01-02 07:17:08,2336.4166666666665,1319.685,1319.685,0.7611134475272509,-315.255,2,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0468,0,1,-0.5000000000000004,0.8660254037844384,0,6.913170589683406
TXN003452,USER0002,2026-01-07 12:31:29,1044.83,USER0002,MERCHANT0465,RECHARGE,Grocery,DEV0002,Bengaluru,SUCCESS,0,NORMAL,12,2,2026-01-07,0,0,1004.43,2026-01-03 22:13:33,5177.933333333333,1214.6,1285.37,0.8602255886711675,-169.76999999999998,3,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0465,0,1,1.2246467991473532e-16,-1.0,0,6.952566107515854
TXN003466,USER0002,2026-01-07 13:14:23,859.15,USER0002,MERCHANT0028,P2M,Utilities,DEV0002,Bengaluru,SUCCESS,0,NORMAL,13,2,2026-01-07,0,0,1044.83,2026-01-07 12:31:29,42.9,1172.1574999999998,1165.1,0.7329646399907863,-313.0074999999998,4,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0028,0,1,-0.2588190451025208,-0.9659258262890683,0,6.757106792643048
TXN003547,USER0002,2026-01-07 16:58:08,937.28,USER0002,MERCHANT0148,BILL_PAYMENT,Healthcare,DEV0002,Bengaluru,SUCCESS,0,NORMAL,16,2,2026-01-07,0,0,859.15,2026-01-07 13:14:23,223.75,1109.556,1044.83,0.8447342901124413,-172.27600000000007,5,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0148,0,1,-0.8660254037844385,-0.5000000000000004,0,6.844048411924423
TXN003596,USER0002,2026-01-07 19:09:26,1011.78,USER0002,MERCHANT0072,RECHARGE,Utilities,DEV0002,Bengaluru,SUCCESS,0,NORMAL,19,2,2026-01-07,0,0,937.28,2026-01-07 16:58:08,131.3,1080.8433333333332,1024.6299999999999,0.9361023645116623,-69.06333333333328,6,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0072,0,1,-0.9659258262890684,0.2588190451025203,0,6.920454303959546
TXN005408,USER0002,2026-01-11 05:01:02,940.99,USER0002,MERCHANT0154,P2P,Travel,DEV0002,Bengaluru,SUCCESS,0,NORMAL,5,6,2026-01-11,1,1,1011.78,2026-01-07 19:09:26,4911.6,1070.9771428571428,1011.78,0.878627528398632,-129.98714285714277,7,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0154,0,1,0.9659258262890683,0.25881904510252074,0,6.847994658808763
TXN005453,USER0002,2026-01-11 06:58:36,1560.24,USER0002,MERCHANT0261,RECHARGE,Healthcare,DEV0002,Bengaluru,SUCCESS,0,NORMAL,6,6,2026-01-11,1,0,940.99,2026-01-11 05:01:02,117.56666666666666,1054.72875,1008.105,1.4792808103505286,505.51125,8,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0261,0,1,1.0,6.123233995736766e-17,0,7.353235656295175
TXN006660,USER0002,2026-01-13 13:57:12,1379.41,USER0002,MERCHANT0206,P2P,Entertainment,DEV0002,Bengaluru,FAILED,0,NORMAL,13,1,2026-01-13,0,0,1560.24,2026-01-11 06:58:36,3298.6,1110.8966666666665,1011.78,1.2417086497694056,268.51333333333355,9,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0206,0,1,-0.2588190451025208,-0.9659258262890683,0,7.23013583547463
TXN007322,USER0002,2026-01-14 19:19:39,913.39,USER0002,MERCHANT0466,BILL_PAYMENT,Healthcare,DEV0002,Bengaluru,SUCCESS,0,NORMAL,19,2,2026-01-14,0,0,1379.41,2026-01-13 13:57:12,1762.45,1137.748,1028.3049999999998,0.8028051906045978,-224.35800000000006,10,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0466,0,1,-0.9659258262890684,0.2588190451025203,0,6.818257176287817
TXN007835,USER0002,2026-01-15 18:36:49,833.3,USER0002,MERCHANT0366,BILL_PAYMENT,Entertainment,DEV0002,Bengaluru,SUCCESS,0,NORMAL,18,3,2026-01-15,0,0,913.39,2026-01-14 19:19:39,1397.1666666666667,1117.351818181818,1011.78,0.7457812180911523,-284.05181818181813,11,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0366,0,1,-1.0,-1.8369701987210297e-16,0,6.726593049908029
TXN008635,USER0002,2026-01-17 07:57:21,1268.18,USER0002,MERCHANT0095,RECHARGE,Entertainment,DEV0002,Bengaluru,SUCCESS,0,NORMAL,7,5,2026-01-17,1,0,833.3,2026-01-15 18:36:49,2240.5333333333333,1093.6808333333333,1008.105,1.1595521850143666,174.49916666666672,12,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0095,0,1,0.9659258262890683,-0.25881904510252063,0,7.146126301627114
TXN009233,USER0002,2026-01-18 10:23:37,1441.67,USER0002,MERCHANT0054,BILL_PAYMENT,Entertainment,DEV0002,Bengaluru,FAILED,0,NORMAL,10,6,2026-01-18,1,0,1268.18,2026-01-17 07:57:21,1586.2666666666667,1107.1038461538462,1011.78,1.302199432337318,334.56615384615384,13,DEV0002,0,Bengaluru,0,USER0002_MERCHANT0054,0,1,0.49999999999999994,-0.8660254037844387,0,7.274250842391583
TXN002720,USER0003,2026-01-06 03:39:18,1879.74,USER0003,MERCHANT0242,P2M,Grocery,DEV0003,Chennai,SUCCESS,0,NORMAL,3,1,2026-01-06,0,1,0.0,,1440.0,997.165,997.165,1.8850842137459698,882.575,0,DEV0003,0,,0,USER0003_MERCHANT0242,0,1,0.7071067811865476,0.7071067811865476,0,7.539420595398414
TXN003120,USER0003,2026-01-06 21:35:20,1308.23,USER0003,MERCHANT0096,P2M,Travel,DEV0003,Chennai,SUCCESS,0,NORMAL,21,1,2026-01-06,0,0,1879.74,2026-01-06 03:39:18,1076.0333333333333,1879.74,1879.74,0.6959632715162736,-571.51,1,DEV0003,0,Chennai,0,USER0003_MERCHANT0096,0,1,-0.7071067811865477,0.7071067811865474,0,7.17719445712159
TXN004610,USER0003,2026-01-09 16:39:48,1848.89,USER0003,MERCHANT0499,P2M,Entertainment,DEV0003,Chennai,SUCCESS,0,NORMAL,16,4,2026-01-09,0,0,1308.23,2026-01-06 21:35:20,4024.4666666666667,1593.9850000000001,1593.9850000000001,1.159916812266113,254.90499999999997,2,DEV0003,0,Chennai,0,USER0003_MERCHANT0499,0,1,-0.8660254037844385,-0.5000000000000004,0,7.522881456845127
TXN004798,USER0003,2026-01-10 00:26:40,1952.13,USER0003,MERCHANT0030,P2P,Food,DEV0003,Chennai,FAILED,0,NORMAL,0,5,2026-01-10,1,1,1848.89,2026-01-09 16:39:48,466.8666666666667,1678.9533333333336,1848.89,1.1627065274794215,273.1766666666665,3,DEV0003,0,Chennai,0,USER0003_MERCHANT0030,0,1,0.0,1.0,0,7.57718849292149
TXN004802,USER0003,2026-01-10 00:37:38,1414.81,USER0003,MERCHANT0373,RECHARGE,Utilities,DEV0003,Chennai,FAILED,0,NORMAL,0,5,2026-01-10,1,1,1952.13,2026-01-10 00:26:40,10.966666666666667,1747.2475,1864.315,0.8097364569129445,-332.4375,4,DEV0003,0,Chennai,0,USER0003_MERCHANT0373,0,1,0.0,1.0,0,7.255457084459657
TXN005457,USER0003,2026-01-11 07:08:22,2011.23,USER0003,MERCHANT0248,RECHARGE,Entertainment,DEV0003,Chennai,SUCCESS,0,NORMAL,7,6,2026-01-11,1,0,1414.81,2026-01-10 00:37:38,1830.7333333333333,1680.7599999999998,1848.89,1.1966193864680266,330.47000000000025,5,DEV0003,0,Chennai,0,USER0003_MERCHANT0248,0,1,0.9659258262890683,-0.25881904510252063,0,7.6069988388015775
TXN007246,USER0003,2026-01-14 15:54:16,8194.52,USER0003,NEW_RECIPIENT_64114,BILL_PAYMENT,Food,DEV0003,Chennai,SUCCESS,1,NEW_RECIPIENT,15,2,2026-01-14,0,0,2011.23,2026-01-11 07:08:22,4845.9,1735.8383333333334,1864.315,4.720785249778445,6458.681666666667,6,DEV0003,0,Chennai,0,USER0003_NEW_RECIPIENT_64114,0,1,-0.7071067811865471,-0.7071067811865479,0,9.011342942490051
TXN007321,USER0003,2026-01-14 19:18:47,2477.16,USER0003,MERCHANT0072,P2M,Grocery,DEV0003,Chennai,SUCCESS,0,NORMAL,19,2,2026-01-14,0,0,8194.52,2026-01-14 15:54:16,204.51666666666668,2658.507142857143,1879.74,0.9317860990727878,-181.34714285714335,7,DEV0003,0,Chennai,0,USER0003_MERCHANT0072,0,1,-0.9659258262890684,0.2588190451025203,0,7.815271628304813
TXN008943,USER0003,2026-01-17 21:12:29,1515.68,USER0003,MERCHANT0115,P2P,Shopping,DEV0003,Chennai,SUCCESS,0,NORMAL,21,5,2026-01-17,1,0,2477.16,2026-01-14 19:18:47,4433.7,2635.83875,1915.935,0.5750275884668591,-1120.1587499999998,8,DEV0003,0,Chennai,0,USER0003_MERCHANT0115,0,1,-0.7071067811865477,0.7071067811865474,0,7.324279014447035
TXN009116,USER0003,2026-01-18 04:53:59,19453.18,USER0003,MERCHANT0079,RECHARGE,Healthcare,DEV0003,Chennai,SUCCESS,1,HIGH_AMOUNT,4,6,2026-01-18,1,1,1515.68,2026-01-17 21:12:29,461.5,2511.3766666666666,1879.74,7.746022433910751,16941.803333333333,9,DEV0003,0,Chennai,0,USER0003_MERCHANT0079,0,1,0.8660254037844386,0.5000000000000001,0,9.875817235982447
TXN009331,USER0003,2026-01-18 15:06:52,1457.22,USER0003,MERCHANT0367,P2M,Entertainment,DEV0003,Chennai,SUCCESS,0,NORMAL,15,6,2026-01-18,1,0,19453.18,2026-01-18 04:53:59,612.8833333333333,4205.557,1915.935,0.3464986920876355,-2748.3369999999995,10,DEV0003,0,Chennai,0,USER0003_MERCHANT0367,0,1,-0.7071067811865471,-0.7071067811865479,0,7.284971792817979
TXN009655,USER0003,2026-01-19 05:26:27,1388.99,USER0003,MERCHANT0020,BILL_PAYMENT,Utilities,DEV0003,Chennai,SUCCESS,0,NORMAL,5,0,2026-01-19,0,1,1457.22,2026-01-18 15:06:52,859.5833333333334,3955.708181818182,1879.74,0.35113560863369137,-2566.7181818181816,11,DEV0003,0,Chennai,0,USER0003_MERCHANT0020,0,1,0.9659258262890683,0.25881904510252074,0,7.237051831854254
TXN001012,USER0004,2026-01-02 21:39:28,2760.36,USER0004,MERCHANT0206,P2M,Entertainment,DEV0004,Hyderabad,SUCCESS,0,NORMAL,21,4,2026-01-02,0,0,0.0,,1440.0,997.165,997.165,2.7682078693094927,1763.1950000000002,0,DEV0004,0,,0,USER0004_MERCHANT0206,0,1,-0.7071067811865477,0.7071067811865474,0,7.923478590971184
TXN001382,USER0004,2026-01-03 15:08:42,45079.3,USER0004,NEW_RECIPIENT_52667,BILL_PAYMENT,Grocery,UNKNOWN_DEV15997,Ahmedabad,SUCCESS,1,COMBINED_BEHAVIOR,15,5,2026-01-03,1,0,2760.36,2026-01-02 21:39:28,1049.2333333333333,2760.36,2760.36,16.330949586285847,42318.94,1,DEV0004,1,Hyderabad,1,USER0004_NEW_RECIPIENT_52667,0,1,-0.7071067811865471,-0.7071067811865479,0,10.716200622967417
TXN002622,USER0004,2026-01-05 22:56:49,1731.02,USER0004,MERCHANT0035,P2M,Healthcare,DEV0004,Hyderabad,SUCCESS,0,NORMAL,22,0,2026-01-05,0,0,45079.3,2026-01-03 15:08:42,3348.116666666667,23919.83,23919.83,0.07236757117420985,-22188.81,2,DEV0004,0,Ahmedabad,1,USER0004_MERCHANT0035,0,1,-0.5000000000000004,0.8660254037844384,0,7.457043636399821
TXN002820,USER0004,2026-01-06 07:53:38,2788.53,USER0004,MERCHANT0222,RECHARGE,Food,DEV0004,Hyderabad,SUCCESS,0,NORMAL,7,1,2026-01-06,0,0,1731.02,2026-01-05 22:56:49,536.8166666666667,16523.56,2760.36,0.1687608481465253,-13735.03,3,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0222,0,1,0.9659258262890683,-0.25881904510252063,0,7.933628401843275
TXN003337,USER0004,2026-01-07 07:09:39,2111.69,USER0004,MERCHANT0102,P2P,Travel,DEV0004,Hyderabad,SUCCESS,0,NORMAL,7,2,2026-01-07,0,0,2788.53,2026-01-06 07:53:38,1396.0166666666667,13089.802500000002,2774.445,0.1613232896371049,-10978.112500000001,4,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0102,0,1,0.9659258262890683,-0.25881904510252063,0,7.655717296015298
TXN003338,USER0004,2026-01-07 07:11:42,3108.79,USER0004,MERCHANT0190,BILL_PAYMENT,Shopping,DEV0004,Hyderabad,FAILED,0,NORMAL,7,2,2026-01-07,0,0,2111.69,2026-01-07 07:09:39,2.05,10894.18,2760.36,0.28536245958851425,-7785.39,5,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0190,0,1,0.9659258262890683,-0.25881904510252063,0,8.042310478777669
TXN003423,USER0004,2026-01-07 11:09:21,3180.75,USER0004,MERCHANT0143,BILL_PAYMENT,Food,DEV0004,Hyderabad,SUCCESS,0,NORMAL,11,2,2026-01-07,0,0,3108.79,2026-01-07 07:11:42,237.65,9596.615,2774.445,0.33144499388586496,-6415.865,6,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0143,0,1,0.258819045102521,-0.9659258262890682,0,8.065186638872156
TXN003794,USER0004,2026-01-08 04:17:00,2706.7,USER0004,MERCHANT0380,P2M,Travel,DEV0004,Hyderabad,SUCCESS,0,NORMAL,4,3,2026-01-08,0,1,3180.75,2026-01-07 11:09:21,1027.65,8680.062857142857,2788.53,0.311829539088262,-5973.362857142857,7,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0380,0,1,0.8660254037844386,0.5000000000000001,0,7.9038548450297075
TXN004583,USER0004,2026-01-09 15:31:46,1579.01,USER0004,MERCHANT0173,P2P,Food,DEV0004,Hyderabad,SUCCESS,0,NORMAL,15,4,2026-01-09,0,0,2706.7,2026-01-08 04:17:00,2114.766666666667,7933.392500000001,2774.445,0.19903338956190555,-6354.382500000001,8,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0173,0,1,-0.7071067811865471,-0.7071067811865479,0,7.365186455114908
TXN004735,USER0004,2026-01-09 21:47:08,1783.87,USER0004,MERCHANT0496,RECHARGE,Travel,DEV0004,Hyderabad,FAILED,0,NORMAL,21,4,2026-01-09,0,0,1579.01,2026-01-09 15:31:46,375.3666666666667,7227.35,2760.36,0.2468221408953489,-5443.4800000000005,9,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0496,0,1,-0.7071067811865477,0.7071067811865474,0,7.487100862429917
TXN005258,USER0004,2026-01-10 21:42:05,1326.29,USER0004,MERCHANT0374,P2M,Utilities,DEV0004,Hyderabad,SUCCESS,0,NORMAL,21,5,2026-01-10,1,0,1783.87,2026-01-09 21:47:08,1434.95,6683.002,2733.5299999999997,0.19845722027316465,-5356.712,10,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0374,0,1,-0.7071067811865477,0.7071067811865474,0,7.19089454851201
TXN005843,USER0004,2026-01-12 00:12:48,1176.28,USER0004,MERCHANT0301,P2M,Shopping,DEV0004,Hyderabad,SUCCESS,0,NORMAL,0,0,2026-01-12,0,1,1326.29,2026-01-10 21:42:05,1590.7166666666667,6196.028181818182,2706.7,0.18984419784463097,-5019.748181818182,11,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0301,0,1,0.0,1.0,0,7.070961971916409
TXN006235,USER0004,2026-01-12 18:52:13,2511.14,USER0004,MERCHANT0440,P2P,Food,DEV0004,Hyderabad,SUCCESS,0,NORMAL,18,0,2026-01-12,0,0,1176.28,2026-01-12 00:12:48,1119.4166666666667,5777.715833333333,2409.1949999999997,0.43462504429734994,-3266.575833333333,12,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0440,0,1,-1.0,-1.8369701987210297e-16,0,7.828890258519168
TXN009316,USER0004,2026-01-18 14:29:34,2789.53,USER0004,MERCHANT0236,P2M,Travel,DEV0004,Hyderabad,SUCCESS,0,NORMAL,14,6,2026-01-18,1,0,2511.14,2026-01-12 18:52:13,8377.35,5526.4407692307705,2511.14,0.5047606798811809,-2736.9107692307703,13,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0236,0,1,-0.4999999999999997,-0.8660254037844388,0,7.933986820932212
TXN009752,USER0004,2026-01-19 10:01:44,2719.65,USER0004,MERCHANT0215,BILL_PAYMENT,Utilities,DEV0004,Hyderabad,SUCCESS,0,NORMAL,10,0,2026-01-19,0,0,2789.53,2026-01-18 14:29:34,1172.1666666666667,5330.947142857143,2608.92,0.5101626272254488,-2611.297142857143,14,DEV0004,0,Hyderabad,0,USER0004_MERCHANT0215,0,1,0.49999999999999994,-0.8660254037844387,0,7.9086261013293555
TXN002362,USER0005,2026-01-05 11:22:45,549.65,USER0005,MERCHANT0464,P2M,Entertainment,DEV0005,Hyderabad,SUCCESS,0,NORMAL,11,0,2026-01-05,0,0,0.0,,1440.0,997.165,997.165,0.551212687970396,-447.515,0,DEV0005,0,,0,USER0005_MERCHANT0464,0,1,0.258819045102521,-0.9659258262890682,0,6.311099398610953
TXN002756,USER0005,2026-01-06 05:12:50,1119.83,USER0005,MERCHANT0272,P2M,Grocery,DEV0005,Hyderabad,SUCCESS,0,NORMAL,5,1,2026-01-06,0,1,549.65,2026-01-05 11:22:45,1070.0833333333333,549.65,549.65,2.037351041571909,570.18,1,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0272,0,1,0.9659258262890683,0.25881904510252074,0,7.021824761259867
TXN004467,USER0005,2026-01-09 09:57:04,694.59,USER0005,MERCHANT0359,P2P,Food,DEV0005,Hyderabad,SUCCESS,0,NORMAL,9,4,2026-01-09,0,0,1119.83,2026-01-06 05:12:50,4604.233333333334,834.74,834.74,0.8321034094448571,-140.14999999999998,2,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0359,0,1,0.7071067811865476,-0.7071067811865475,0,6.544760406298585
TXN004974,USER0005,2026-01-10 08:40:03,920.96,USER0005,MERCHANT0368,P2M,Shopping,DEV0005,Hyderabad,SUCCESS,0,NORMAL,8,5,2026-01-10,1,0,694.59,2026-01-09 09:57:04,1362.9833333333333,788.0233333333334,694.59,1.168696358398863,132.9366666666666,3,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0368,0,1,0.8660254037844387,-0.4999999999999998,0,6.826501838667544
TXN005477,USER0005,2026-01-11 07:55:28,756.24,USER0005,MERCHANT0210,BILL_PAYMENT,Travel,DEV0005,Hyderabad,SUCCESS,0,NORMAL,7,6,2026-01-11,1,0,920.96,2026-01-10 08:40:03,1395.4166666666667,821.2575,807.7750000000001,0.9208317732258152,-65.01750000000004,4,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0210,0,1,0.9659258262890683,-0.25881904510252063,0,6.629680244141709
TXN005686,USER0005,2026-01-11 17:06:08,744.47,USER0005,MERCHANT0085,P2M,Food,DEV0005,Hyderabad,SUCCESS,0,NORMAL,17,6,2026-01-11,1,0,756.24,2026-01-11 07:55:28,550.6666666666666,808.254,756.24,0.9210842136259146,-63.78399999999999,5,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0085,0,1,-0.9659258262890683,-0.25881904510252063,0,6.614014891946392
TXN005736,USER0005,2026-01-11 19:26:04,570.13,USER0005,MERCHANT0386,P2P,Travel,DEV0005,Hyderabad,SUCCESS,0,NORMAL,19,6,2026-01-11,1,0,744.47,2026-01-11 17:06:08,139.93333333333334,797.6233333333333,750.355,0.7147860101050203,-227.49333333333334,6,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0386,0,1,-0.9659258262890684,0.2588190451025203,0,6.347616854496022
TXN006560,USER0005,2026-01-13 09:19:25,616.43,USER0005,MERCHANT0012,BILL_PAYMENT,Food,DEV0005,Hyderabad,SUCCESS,0,NORMAL,9,1,2026-01-13,0,0,570.13,2026-01-11 19:26:04,2273.35,765.1242857142857,744.47,0.8056599581393872,-148.6942857142858,7,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0012,0,1,0.7071067811865476,-0.7071067811865475,0,6.425565701752478
TXN007044,USER0005,2026-01-14 07:02:38,13993.4,USER0005,MERCHANT0283,BILL_PAYMENT,Travel,DEV0005,Hyderabad,SUCCESS,1,HIGH_AMOUNT,7,2,2026-01-14,0,0,616.43,2026-01-13 09:19:25,1303.2166666666667,746.5375,719.53,18.744403328700834,13246.8625,8,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0283,0,1,0.9659258262890683,-0.25881904510252063,0,9.546412528576056
TXN007647,USER0005,2026-01-15 10:05:43,1224.31,USER0005,MERCHANT0157,P2M,Utilities,DEV0005,Hyderabad,SUCCESS,0,NORMAL,10,3,2026-01-15,0,0,13993.4,2026-01-14 07:02:38,1623.0833333333333,2218.411111111111,744.47,0.5518859844633547,-994.1011111111111,9,DEV0005,0,Hyderabad,0,USER0005_MERCHANT0157,0,1,0.49999999999999994,-0.8660254037844387,0,7.110949152188726
